VERSIONNR;LOCATIONCODE;TYPE;SUBTYPE;ROADNUMBER;ROADNAME;FIRST_NAME;SECOND_NAME;ADMIN_AREA;AREA_REFERENCE;LINEAR_REFERENCE;NEGATIVE_OFFSET;POSITIVE_OFFSET;INTERSECTIONCODE;LATITUDE;LONGITUDE;URBAN;IN_POSITIVE;OUT_POSITIVE;IN_NEGATIVE;OUT_NEGATIVE;PRESENT_POSITIVE;PRESENT_NEGATIVE
20.0;37373;P1;12;L3037;Klarenthaler Straße;Lahnstraße;;;37206;37369;37372;37374;36324,37373;50,09325;8,20455;1;1;1;1;1;1;1;
20.0;37374;P1;10;L3037;Klarenthaler Straße;Kurt-Schumacher-Ring;;;37206;37369;37373;37375;36355,37374;50,08125;8,21905;1;1;1;1;1;1;1;
20.0;37375;P1;10;L3037;Rheinstraße;Kaiser-Friedrich-Ring;Bismarckring;;37206;37369;37374;37376;36710,37375;50,07725;8,2301;1;1;1;1;1;1;1;
20.0;37376;P1;10;L3037;Rheinstraße;Oranienstraße;Schwalbacher Straße;;37206;37369;37375;37377;;50,0775;8,23675;1;1;1;1;1;1;1;
20.0;37377;P1;10;L3037;Rheinstraße;Friedrich-Ebert-Allee;Wilhelmstraße;;37206;37369;37376;37378;;50,078;8,24525;1;1;1;1;1;1;1;
20.0;37378;P1;11;L3037;Rheinstraße;Frankfurter Straße;;;37206;37369;37377;37379;;50,07825;8,249;1;1;1;1;1;1;1;
20.0;37379;P1;10;L3037;Frankfurter Straße;New-York-Straße;Gustav-Stresemann-Ring;;37206;37369;37378;37380;37120,37379;50,07245;8,257;1;1;1;1;1;1;1;
20.0;37380;P1;12;L3037;New-York-Straße;Siegfriedring;B455;;37206;37369;37379;;37380,37368;50,07837214688552;8,272239768096359;1;1;1;1;1;1;1;
20.0;7149;L5;0;;Wiesendamm;;;;04723;;;;;;;;;;;;;;
20.0;7150;P1;10;;Wiesendamm;Barmbeker Straße;Krohnskamp;;04723;07149;;14616;;53,58982739237076;10,013472947027251;1;1;1;1;1;1;1;
20.0;14616;P1;10;;Wiesendamm;Brogweg;;;04723;07149;07150;14617;;53,589937206209974;10,015739301293804;1;1;1;1;1;1;1;
20.0;14617;P1;10;;Wiesendamm;Saarlandstraße;;;04723;07149;14616;14618;;53,587878149237014;10,03331510989157;1;1;1;1;1;1;1;
20.0;14618;P1;10;;Wiesendamm;Hufnerstraße;;;04723;07149;14617;14619;;53,58708195364423;10,041362980144243;1;1;1;1;1;1;1;
20.0;14619;P1;8;;Wiesendamm;Fuhlsbüttler Straße;;;04723;07149;14618;;;53,586505388850995;10,046404462084134;1;1;1;1;1;1;1;
20.0;15160;L5;0;GHD01;Friedrich-Ebert-Anlage;Adenauerplatz;Karlstor;;00456;;;;;;;;;;;;;;
20.0;15161;P1;11;GHD01;Friedrich-Ebert-Anlage;Adenauerplatz/B3;;;00456;15160;;57797;15477,15161,41450;49,40705;8,69275;1;1;0;0;1;1;1;
20.0;57797;P3;1;GHD01;Friedrich-Ebert-Anlage;Gaisbergtunnel;;;00456;15160;15161;15162;;49,4075;8,698;1;0;0;0;0;1;1;
20.0;15162;P1;11;GHD01;Friedrich-Ebert-Anlage;Altstadt/Peterskirche;;;00456;15160;57797;56683;;49,4089;8,7047;1;1;1;1;1;1;1;
20.0;56683;P3;1;GHD01;Friedrich-Ebert-Anlage;Schlossbergtunnel;;;00456;15160;15162;15163;;49,4117;8,7146;1;0;0;0;0;1;1;
20.0;15163;P1;8;GHD01;Friedrich-Ebert-Anlage;Karlstor/B37;;;00456;15160;56683;;15163,52806;49,4143;8,71755;1;0;1;1;0;1;1;
20.0;53070;L1;3;L623;;Karlsbad;Karlsruhe;;00284;;;;;;;;;;;;;;
20.0;15071;P1;8;L623;;Karlsbad-Langensteinbach;;;01218;53070;;53071;15071,17296,56855;48,91695;8,5055;0;1;0;0;1;1;1;
20.0;53071;P1;12;L623;;Karlsruhe-Stupferich/A8 AS Karlsbad;;;01218;53070;15071;15072;53074,53071;48,94355;8,49225;0;1;1;1;1;1;1;
20.0;15072;P3;37;L623;;Karlsruhe-Grünwettersbach;;;00482;53070;53071;53072;;48,959;8,4666;0;1;1;1;1;1;1;
20.0;53072;P1;12;L623;;Karlsruhe-Wolfartsweier/B3;;;00482;53070;15072;;53072,54868;48,9699;8,4463;0;0;1;1;0;1;1;
20.0;55425;L5;0;;Eulenkrugstraße;;;;35617;;;;;;;;;;;;;;
20.0;55426;P1;10;;Eulenkrugstraße;Farmsener Landstraße;;;35617;55425;;05429;46250,55426;53,64615;10,15865;1;1;1;1;1;1;1;
20.0;5429;P1;10;;Eulenkrugstraße;Wiesenhöfen;Holthusenstraße;;35617;55425;55426;05430;;53,64757346984956;10,168502483892004;1;1;1;1;1;1;1;
20.0;5430;P1;11;;Eulenkrugstraße;Buchenkamp;;;35617;55425;05429;55427;;53,645027513577276;10,184970327523263;1;1;1;1;1;1;1;
20.0;55427;P1;10;;Eulenkrugstraße;Meiendorfer Straße;;;35617;55425;05430;;55427,25078,17677;53,6422;10,19745;1;1;1;1;1;1;1;
20.0;17604;L5;0;KHL23;Wallstraße, Possehlstraße;St. Jürgen Ring;Lindenplatz;;05290;;;;;;;;;;;;;;
20.0;17605;P1;15;KHL23;;St.Jürgen-Ring;;;05290;17604;;01891;6998,17605,21644;53,85237206460197;10,701475629456882;0;1;1;1;1;1;1;
20.0;1891;P1;8;KHL23;Ratzeburger Allee;Mühlentorplatz;;;05290;17604;17605;17606;;53,85840782024604;10,69166092387757;1;1;1;1;1;1;1;
20.0;17606;P1;8;KHL23;;Lindenplatz;;;05290;17604;01891;;17606,7228;53,866100769013094;10,674731687428022;0;1;1;1;1;1;1;
20.0;52199;L1;3;L870;;Schneiderkrug;Oldenburg;;00258;;;;;;;;;;;;;;
20.0;52200;P1;11;L870;;Schneiderkrug;;;03254;52199;;52201;24849,52200;52,81185;8,23895;0;1;0;0;1;1;1;
20.0;52201;P1;3;L870;;Ahlhorner Heide;;;03254;52199;52200;52202;10107,52201;52,8556;8,22965;0;1;1;1;1;1;1;
20.0;52202;P1;10;L870;Sager Straße;Ahlhorn/B213;;;38610;52199;52201;52203;51972,52202;52,90025;8,21065;0;1;1;1;1;1;1;
20.0;52203;P3;37;L870;Sager Straße;Sage;;;38610;52199;52202;52204;;52,94285;8,20935;0;1;1;1;1;1;1;
20.0;52204;P1;12;L870;Oldenburger Straße;Hohensand;Wikingerstraße;;38896;52199;52203;52205;;53,0354;8,20645;0;1;1;1;1;1;1;
20.0;52205;P3;37;L870;Oldenburger Straße;Wardenburg;;;38896;52199;52204;52206;;53,0598;8,1979;0;1;1;1;1;1;1;
20.0;52206;P1;12;L870;Cloppenburger Straße;OL-Bümmerstede;;;00584;52199;52205;52207;;53,10455;8,2057;1;1;1;1;1;1;1;
20.0;52207;P1;3;L870;Cloppenburger Straße;OL-Kreyenbrück;;;00584;52199;52206;;52207,10746,11356;53,1243;8,21935;1;0;1;1;0;1;1;
20.0;9471;L1;3;S2137;;Brennes;Regenhütte;;00889;;;;;;;;;;;;;;
20.0;27656;P3;37;S2137;;Brennes;;;00889;09471;;27657;;49,1345;13,1455;0;1;1;1;1;1;1;
20.0;27657;P3;37;S2137;;Arberseehaus;;;00889;09471;27656;27658;27657,27655;49,0978;13,1616;0;1;1;1;1;1;1;
20.0;27658;P3;37;S2137;;Regenhütte;;;00889;09471;27657;;27658,20590;49,0765;13,2097;0;1;1;1;1;1;1;
20.0;43517;L1;3;L151;;Landesgrenze Thüringen;Eisleben;;00270;;;;;;;;;;;;;;
20.0;43519;P3;14;L151;Landesgrenze TH ST;Landesgrenze TH ST;;;02833;43517;;25836;;51,45755;10,96935;0;1;1;1;1;1;1;
20.0;25836;P1;12;L151;;Berga;;;02833;43517;43519;30003;29487,25370,25836;51,4567;11,0078;0;1;1;1;1;1;1;
20.0;30003;P1;11;L151;;Roßla;;;03673;43517;25836;43676;30003,29485;51,4627;11,07445;0;1;1;1;1;1;1;
20.0;43676;P1;12;L151;;Bennungen;;;02833;43517;30003;43678;;51,4615;11,1184;0;1;1;1;1;1;1;
20.0;43678;P1;12;L151;;Wallhausen;;;02833;43517;43676;43605;;51,46135;11,2074;0;1;1;1;1;1;1;
20.0;43605;P1;11;L151;;Sangerhause;;;03134;43517;43678;25837;43607,43605;51,4686;11,2689;0;1;1;1;1;1;1;
20.0;25837;P1;11;L151;;Sangerhausen;;;03134;43517;43605;25838;25837,25853;51,48105;11,3341;0;1;1;1;1;1;1;
20.0;25838;P1;11;L151;;Riestedt;;;03122;43517;25837;43613;25854,25838;51,4976;11,3805;0;1;1;1;1;1;1;
20.0;43613;P1;12;L151;;Blankenheim;;;01840;43517;25838;43909;;51,5068;11,43205;0;1;1;1;1;1;1;
20.0;43909;P1;12;L151;;Wimmelburg;;;01840;43517;43613;25839;;51,5196;11,51065;0;1;1;1;1;1;1;
20.0;25839;P1;12;L151;;Lutherstadt Eisleben;;;01840;43517;43909;43521;;51,52065;11,54835;0;1;1;1;1;1;1;
20.0;43521;P1;10;L151;Ortsumgehung Eisleben;Lutherstadt Eisleben;;;03704;43517;25839;;43521,43513,43511;51,506;11,5958;0;1;1;1;1;1;1;
20.0;8827;L1;2;B429;;Gießen;Wettenberg;;00429;;;;;;;;;;;;;;
20.0;23475;P1;15;B429;;Lahnfeld-Dreieck;;;01340;08827;;23476;23475,23984;50,56815;8,6418;0;1;1;1;1;1;1;
20.0;23476;P1;15;B429;;Heuchelheim;;;01511;08827;23475;23477;;50,58605;8,65195;0;1;1;1;1;1;1;
20.0;23477;P1;3;B429;;Wettenberg;;;02690;08827;23476;;11525,23477;50,60685;8,65265;0;1;1;1;1;1;1;
20.0;15620;L1;3;S2353;;Unterreit;Reichertsheim;;00545;;;;;;;;;;;;;;
20.0;15621;P1;12;S2353;;Unterreit;;;03752;15620;;15622;27568,15621;48,1188;12,3312;0;1;1;1;1;1;1;
20.0;15622;P1;12;S2353;;Gars am Inn-Bahnhof;;;36040;15620;15621;15623;;48,14685;12,3015;0;1;1;1;1;1;1;
20.0;15623;P1;11;S2353;;Gars am Inn;;;36040;15620;15622;15624;15623,36053;48,1553;12,2751;0;1;1;1;1;1;1;
20.0;15624;P1;11;S2353;;Thambach;;;02229;15620;15623;;;48,1835;12,2603;0;1;1;1;1;1;1;
20.0;53531;L1;3;L3102;;Modautal;Groß-Bieberau;;00375;;;;;;;;;;;;;;
20.0;53532;P3;37;L3102;;Modautal - Brandau;;;53489;53531;;53533;53532,53488;49,7353;8,739;0;1;1;1;1;1;1;
20.0;53533;P3;37;L3102;;Modautal - Lützelbach;;;53489;53531;53532;53534;53533,53543;49,742;8,7671;0;1;1;1;1;1;1;
20.0;53534;P3;37;L3102;;Fischbachtal - Billings;;;53535;53531;53533;53536;;49,7563;8,7941;0;1;1;1;1;1;1;
20.0;53536;P3;37;L3102;;Fischbachtal;;;53535;53531;53534;53537;;49,7693;8,81315;0;1;1;1;1;1;1;
20.0;53537;P1;12;L3102;;L3106/L3102;;;53535;53531;53536;;53537,53538;49,7814;8,81075;0;1;1;1;1;1;1;
20.0;9358;L1;3;L1111;;Steglitz;Wilmersdorf;;00266;;;;;;;;;;;;;;
20.0;27160;P1;10;L1111;Podbielskiallee;Königin-Luise-Platz;Königin-Luise-Straße;;04977;09358;;32988;15732,27160,26726;52,45865;13,30365;1;1;0;0;1;1;1;
20.0;32988;P1;11;L1111;Podbielskiallee;Schorlemerallee;;;32542;09358;27160;27161;;52,4645;13,2968;1;1;1;1;1;1;1;
20.0;27161;P1;8;L1111;Podbielskiallee;Platz am Wilden Eber;Pacelliallee;;32542;09358;32988;27162;27107,27161;52,4705;13,28975;1;1;1;1;1;1;1;
20.0;27162;P1;12;L1111;Rheinbabenallee;Hundekehlestraße;;;32545;09358;27161;27163;26730,27162;52,4761;13,2819;1;1;1;1;1;1;1;
20.0;27163;P1;11;L1111;Rheinbabenallee;Hohenzollerndamm;Roseneck;;32545;09358;27162;15726;27163,27316;52,4768;13,28095;1;1;1;1;1;1;1;
20.0;15726;P1;12;L1111;Teplitzer Straße;Hagenstraße;;;32545;09358;27163;27164;15727,15726;52,4774;13,2806;1;1;1;1;1;1;1;
20.0;27164;P1;12;L1111;Hubertusallee;Franzensbader Straße;;;32545;09358;15726;;27110,27164;52,4854;13,2841;1;0;1;1;0;1;1;
20.0;35075;L1;3;S2305;;Kahl a.Main;Lohr am Main;;00303;;;;;;;;;;;;;;
20.0;35076;L3;0;S2305;;Kahl a.Main;Alzenau;;03890;35075;;35077;;;;;;;;;;;
20.0;35078;P3;37;S2305;;B 8 bei Großkotzenburg;;;03890;35076;;35079;;50,0942;8,99905;0;1;1;1;1;1;1;
20.0;35079;P1;3;S2305;;Alzenau;;;03890;35076;35078;35080;35079,11386;50,0977;9,02965;0;1;1;1;1;1;1;
20.0;35077;L3;0;S2305;;Alzenau;Mömbris;;00321;35075;35076;35084;;;;;;;;;;;
20.0;35080;P3;37;S2305;;Michelbach;;;31695;35077;35079;35081;;50,1014;9,10295;0;1;1;1;1;1;1;
20.0;35081;P3;37;S2305;;Mömbris;;;35062;35077;35080;35082;35081,60401;50,0627;9,17145;0;1;1;1;1;1;1;
20.0;35084;L3;0;S2305;;Mömbris;Schöllkrippen;;00321;35075;35077;35085;;;;;;;;;;;
20.0;35082;P1;8;S2305;;Schimborn;;;35062;35084;35081;35083;35082,17767;50,05439058904686;9,191512272588914;0;1;1;1;1;1;1;
20.0;35083;P3;37;S2305;;Schöllkrippen;;;31884;35084;35082;35086;;50,0863;9,24495;0;1;1;1;1;1;1;
20.0;35085;L3;0;S2305;;Schöllkrippen;Lohr am Main;;00303;35075;35084;;;;;;;;;;;;
20.0;35086;P3;37;S2305;;Wiesen;;;35074;35085;35083;35087;;50,1122;9,3642;0;1;1;1;1;1;1;
20.0;35087;P3;37;S2305;;Frammersbach;;;01250;35085;35086;;35087,22480;50,0637;9,47045;0;1;1;1;1;1;1;
20.0;18705;L1;3;L1137;;Leonberg;Ditzingen;;00300;;;;;;;;;;;;;;
20.0;14397;P1;11;L1137;;Leonberg Stuttgarter Straße;;;03283;18705;;14398;14397,30966,18710;48,8022;9,0165;1;1;0;0;1;1;1;
20.0;14398;P1;12;L1137;;Leonberg Strohgäustraße/Sportplatz;;;03283;18705;14397;41350;;48,8054;9,0158;0;1;1;1;1;1;1;
20.0;41350;P1;12;L1137;;Gerlingen;;;03283;18705;14398;18697;;48,80955;9,03385;0;1;1;1;1;1;1;
20.0;18697;P1;8;L1137;Stuttgarter Straße;Ditzingen Bahnhof;;;03840;18705;41350;30694;18697,18698;48,824070114873315;9,064738014719676;1;1;1;1;1;1;1;
20.0;30694;P1;11;L1137;Stuttgarter Straße;Gerlinger Straße;;;03840;18705;18697;18721;30694,18718,17386;48,82465;9,07;1;1;1;1;1;1;1;
20.0;18721;P1;12;L1137;Weilimdorfer Straße;Siemensstraße;;;03840;18705;30694;18706;18720,18721;48,823131595159595;9,072645815895875;1;1;1;1;1;1;1;
20.0;18706;P1;3;L1137;;Stuttgart-Feuerbach (A81);;;03840;18705;18721;;22610,18706,12659;48,8229;9,0787;0;0;1;1;0;1;1;
20.0;50535;L1;2;B453;;Gladenbach;Biedenkopf;;00528;;;;;;;;;;;;;;
20.0;9173;L3;0;B453;;Gladenbach;Dautphetal;;00528;50535;;39031;;;;;;;;;;;
20.0;26123;P3;37;B453;;Gladenbach;;;01343;09173;;39132;22181,26123,6467;50,76925;8,5831;0;1;1;1;1;1;1;
20.0;39132;P1;12;B453;Am Spreth;Gladenbach-Runzhausen;;;01343;09173;26123;44469;;50,79465;8,5612;1;1;1;1;1;1;1;
20.0;44469;P3;37;B453;;Dautphetal-Herzhausen;;;36383;09173;39132;39247;;50,8279;8,54875;0;1;1;1;1;1;1;
20.0;39247;P3;37;B453;Ameloser Straße;Dautphetal-Mornshausen;;;36383;09173;44469;44468;;50,8377;8,54245;1;1;1;1;1;1;1;
20.0;39031;L3;0;B453;;Dautphetal;Biedenkopf;;00528;50535;09173;;;;;;;;;;;;
20.0;44468;P1;12;B453;;B453 Dautphetal-Hommertshausen;;;36383;39031;39247;37080;44468,45126;50,84665;8,5448;0;1;1;1;1;1;1;
20.0;37080;P3;37;B453;;Dautphetal-Dautphe;;;36383;39031;44468;44470;;50,86145;8,54865;0;1;1;1;1;1;1;
20.0;44470;P3;37;B453;;Dautphetal-Wolfgruben;;;00927;39031;37080;26124;;50,8716;8,5459;0;1;1;1;1;1;1;
20.0;26124;P1;10;B453;;Biedenkopf-Eckelshausen;;;00927;39031;44470;;26124,24706;50,8855;8,5437;0;1;1;1;1;1;1;
20.0;7331;L5;0;;Segelfliegerdamm;;;;01694;;;;;;;;;;;;;;
20.0;7332;P1;12;;Segelfliegerdamm;Zernsdorf;Karl-Marx-Straße;;07328;07331;;07333;7332,7327;52,2972;13,6806;0;1;0;0;1;1;1;
20.0;7333;P1;3;;Segelfliegerdamm;Niederlehme;;;03614;07331;07332;;10196,7333,13648;52,31285626;13,66288645;0;0;1;1;0;1;1;
20.0;17269;L1;3;L415;;Oberndorf am Neckar;Balingen;;00263;;;;;;;;;;;;;;
20.0;17270;P3;37;L415;;Oberndorf;;;02062;17269;;17271;20776,17270;48,29285;8,57575;0;1;0;0;1;1;1;
20.0;17271;P1;3;L415;;Oberndorf (A81);;;02062;17269;17270;17272;12641,17271;48,29935;8,63485;0;1;1;1;1;1;1;
20.0;17272;P3;37;L415;;Rosenfeld;;;02062;17269;17271;17273;;48,2863;8,7232;0;1;1;1;1;1;1;
20.0;17273;P3;37;L415;;Geislingen;;;02062;17269;17272;17274;;48,28795;8,8115;0;1;1;1;1;1;1;
20.0;17274;P3;37;L415;;Balingen/B27;;;00871;17269;17273;;17274,41376;48,28445;8,861;0;0;1;1;0;1;1;
20.0;60941;L1;3;S2217;;Treuchtlingen;Solnhofen;;00705;;;;;;;;;;;;;;
20.0;60942;P3;37;S2217;;Treuchtlingen;;;02545;60941;;60943;;48,94625;10,9083;0;1;1;1;1;1;1;
20.0;60943;P3;37;S2217;;B2 bei Rehlingen;;;01753;60941;60942;60944;21430,60943;48,91171354223254;10,914218425540348;0;1;1;1;1;1;1;
20.0;60944;P3;37;S2217;;Langenaltheim;;;01753;60941;60943;60945;;48,8979;10,93545;0;1;1;1;1;1;1;
20.0;60945;P3;37;S2217;;Solnhofen;;;04566;60941;60944;;27793,60945;48,8939;11,0004;0;1;1;1;1;1;1;
20.0;9294;L1;3;L1043;;Reinickendorf;Tiergarten;;04885;;;;;;;;;;;;;;
20.0;26813;P1;12;L1043;Afrikanische Straße;Müllerstraße;;;04997;09294;;26814;26813,26808;52,561;13,33335;1;1;1;1;1;1;1;
20.0;26814;P1;11;L1043;Afrikanische Straße;Transvaalstraße;;;04997;09294;26813;26815;26814,31057;52,55035;13,33915;1;1;1;1;1;1;1;
20.0;26815;P1;11;L1043;Afrikanische Straße;Seestraße;Amrumer Straße;;04997;09294;26814;26816;26815,30070;52,54625;13,344;1;1;1;1;1;1;1;
20.0;26816;P1;11;L1043;Amrumer Straße;Föhrer Straße;Luxemburger Straße;;04997;09294;26815;;26955,26816;52,5422;13,34955;1;1;1;1;1;1;1;
20.0;14500;L1;3;L1191;;Rummelsburg;Karlshorst;;32825;;;;;;;;;;;;;;
20.0;14501;P1;12;L1191;Blockdammweg;Köpenicker Chaussee;Rummelsburger Landstraße;;32519;14500;;14502;14501,26989;52,4832;13,5012;1;1;0;0;1;1;1;
20.0;14502;P1;12;L1191;Ehrlichstraße;Blockdammweg;;;32520;14500;14501;14503;;52,4843;13,5112;1;1;1;1;1;1;1;
20.0;14503;P1;12;L1191;Ehrlichstraße;Treskowalle;;;32520;14500;14502;;14503,26878;52,4785;13,5246;1;0;1;1;0;1;1;
20.0;34465;L1;3;L481;;Trebendorf;Jocksdorf;;00664;;;;;;;;;;;;;;
20.0;34466;P1;12;L481;Am Waldgürtel;Trebendorf;;;34443;34465;;34467;34466,34473;51,6798;14,5121;0;1;0;0;1;1;1;
20.0;34467;P1;12;L481;Gahryer Hauptstraße;Gahry;;;34469;34465;34466;34470;;51,6806;14,55645;0;1;1;1;1;1;1;
20.0;34470;P1;11;L481;Jocksdorfer Kreuzung;Jocksdorf;Chausseestraße;;34471;34465;34467;;34472,34470;51,67280812;14,59535791;0;0;1;1;0;1;1;
20.0;9137;L1;2;B249;;Eschwege-Niederhone;Sondershausen;;00001;;;;;;;;;;;;;;
20.0;25949;P1;15;B249;;Eschwege-Niederhone;;;04177;09137;;25950;16592,22422,25949;51,2047;9,99905;0;1;1;1;1;1;1;
20.0;25950;P1;12;B249;;Eschwege;;;04177;09137;25949;36596;6479,25950;51,1914;10,0445;0;1;1;1;1;1;1;
20.0;36596;P3;37;B249;;Frieda;;;36366;09137;25950;36655;;51,19025;10,127;1;1;1;1;1;1;1;
20.0;36655;P1;12;B249;;Wanfried;;;04177;09137;36596;45764;;51,1799;10,1867;1;1;1;1;1;1;1;
20.0;45764;P3;37;B249;;Katharinenberg;;;45696;09137;36655;45765;;51,1829;10,2621;0;1;1;1;1;1;1;
20.0;45765;P3;37;B249;;Eigenrieden;;;01949;09137;45764;25951;;51,2112;10,325;0;1;1;1;1;1;1;
20.0;25951;P1;11;B249;;Mühlhausen;;;01949;09137;45765;45766;22077,29542,25951;51,2057;10,4655;0;1;1;1;1;1;1;
20.0;45766;P3;37;B249;;Grabe;;;01949;09137;25951;45767;;51,2251;10,5366;0;1;1;1;1;1;1;
20.0;45767;P3;37;B249;;Körner;;;45695;09137;45766;30012;;51,2331;10,5846;0;1;1;1;1;1;1;
20.0;30012;P3;37;B249;;Schlotheim;;;04533;09137;45767;45768;29554,30012;51,25285;10,6742;0;1;1;1;1;1;1;
20.0;45768;P3;37;B249;;Rockensußra;;;05211;09137;30012;25952;;51,2674;10,7008;0;1;1;1;1;1;1;
20.0;25952;P3;37;B249;;Ebeleben;;;05211;09137;45768;57209;25952,25306;51,2795;10,7392;0;1;1;1;1;1;1;
20.0;57209;P3;37;B249;;Gundersleben;;;05211;09137;25952;57210;;51,3007;10,7721;0;1;1;1;1;1;1;
20.0;57210;P1;11;B249;;Hohenebra/Schernberg;;;02425;09137;57209;25953;;51,3131;10,7959;0;1;1;1;1;1;1;
20.0;25953;P1;12;B249;;Graß/B4;;;02425;09137;57210;;23203,25953;51,3382;10,8258;0;1;1;1;1;1;1;
20.0;43956;L1;3;L9;;Osterburg;Krevese;;02388;;;;;;;;;;;;;;
20.0;43958;P1;12;L9;;Osterburg;;;02388;43956;;43959;43958,43957;52,7972;11,7414;0;1;1;1;1;1;1;
20.0;43959;P1;12;L9;;Krevese;;;02388;43956;43958;;;52,8121;11,6931;0;1;1;1;1;1;1;
20.0;35257;L1;4;K DLG35;;Bachhagel;Wittislingen;;00383;;;;;;;;;;;;;;
20.0;35258;P3;37;K DLG35;;Bachhagel;;;33130;35257;;33192;35258,4747;48,6265;10,312;0;1;1;1;1;1;1;
20.0;33192;P3;37;K DLG35;;Burghagel;;;33130;35257;35258;35259;;48,6439;10,3279;0;1;1;1;1;1;1;
20.0;35259;P3;37;K DLG35;;Oberbechingen;;;33130;35257;33192;35260;43016,35259;48,6285;10,3477;0;1;1;1;1;1;1;
20.0;35260;P3;37;K DLG35;;Wittislingen;;;33120;35257;35259;;35260,33163;48,6214310662082;10,40592782809628;0;1;1;1;1;1;1;
20.0;37657;L1;3;L012;;Klein Krankow;Wismar;;00569;;;;;;;;;;;;;;
20.0;37658;P1;12;L012;;Groß Krankow;;;37631;37657;;37661;37658,37632;53,8159;11,3364;0;1;0;0;1;1;1;
20.0;37661;P1;3;L012;;Bobitz;;;37631;37657;37658;37660;37661,10555;53,82105;11,34045;0;1;1;1;1;1;1;
20.0;37660;P1;12;L012;;Gressow;;;01382;37657;37661;37659;37660,20467;53,86625;11,33155;0;1;1;1;1;1;1;
20.0;37659;P1;11;L012;Dammhusener Chaussee;Westtangente;;;00717;37657;37660;;37701,37655,37659;53,87685;11,42285;1;0;1;1;0;1;1;
20.0;38199;L1;3;L26;;Glewitz;Anklam;;00268;;;;;;;;;;;;;;
20.0;38200;L3;0;L26;;Glewitz;Greifswald;;00568;38199;;38201;;;;;;;;;;;
20.0;38203;P1;12;L26;;Glewitz;;;38107;38200;;38209;38203,38151;54,02325;12,92505;0;1;0;0;1;1;1;
20.0;38209;P1;10;L26;;Poggendorf;;;02166;38200;38203;38210;25736,38209;54,054;13,11875;0;1;1;1;1;1;1;
20.0;38210;P1;3;L26;Kandeliner Hauptstraße;Greifswald;Levenhäger Straße;;02166;38200;38209;;90,38210,10581;54,0721;13,20975;0;1;1;1;1;1;1;
20.0;38201;L3;0;L26;;Greifswald;Anklam;;14291;38199;38200;;;;;;;;;;;;
20.0;38246;P1;11;L26;Anklamer Landstraße;Südumgehung Greifswald;;;00438;38201;;47059;38246,20549;54,0689;13,432;1;0;1;1;0;1;1;
20.0;47059;P1;10;L26;Anklamer Landstraße;Schönewalder Landstraße;Koitenhäger Landstraße;;00438;38201;38246;38215;38249,47059,38245;54,0783;13,4213;1;1;1;1;1;1;1;
20.0;38215;P1;10;L26;Koitenhäger Landstraße;Wolgaster Straße;;;00438;38201;47059;38204;38215,38250;54,0899;13,4375;1;1;1;1;1;1;1;
20.0;38204;P1;12;L26;;Kemnitz;;;38116;38201;38215;38216;38204,38166;54,07875;13,5333;0;1;1;1;1;1;1;
20.0;38216;P1;12;L26;;Pritzier;;;38196;38201;38204;;38216,38222;54,03655;13,7052;0;1;1;1;1;1;1;
20.0;38217;P1;12;L26;;Hohendorf;;;38197;38201;;14272;38217,38223;54,04015;13,72075;0;1;1;1;1;1;1;
20.0;14272;P1;12;L26;B 109;B 109;;;00787;38201;38217;;14272,14271;53,88505;13,68435;0;0;1;1;0;1;1;
20.0;8099;L1;4;K LA26;;Altdorf;Landshut;;00293;;;;;;;;;;;;;;
20.0;8100;P1;3;K LA26;;Altdorf;;;00762;08099;;08101;12828,22630,8100;48,5671;12,0952;0;1;1;1;1;1;1;
20.0;8101;P1;12;K LA26;;Landshut-Hascherkeller;;;01751;08099;08100;;;48,5656;12,1423;0;1;1;1;1;1;1;
20.0;46573;L5;0;GM24;McGraw-Graben;München-Giesing;Chiemgaustraße;;01956;;;;;;;;;;;;;;
20.0;46574;P1;13;GM24;McGraw-Graben;München-Giesing;;;01956;46573;;35408;12994,46574;48,0947;11,5882;1;1;0;0;1;1;1;
20.0;35408;P1;10;GM24;McGraw-Graben;Peter-Auzinger-Straße;Stadelheimer Straße;;01956;46573;46574;46575;17918,35408,36027;48,09965;11,58515;1;1;1;1;1;1;1;
20.0;46575;P1;10;GM24;McGraw-Graben;Chiemgaustraße;Tegernseer Landstraße;;01956;46573;35408;;46575,22685;48,1062;11,5809;1;1;1;1;1;1;1;
20.0;46815;L1;3;S2315;;Marktheidenfeld;Lohr am Main;;00521;;;;;;;;;;;;;;
20.0;46816;P3;37;S2315;;Marktheidenfeld;;;01873;46815;;46817;;49,8474;9,5955;0;1;1;1;1;1;1;
20.0;46817;P3;37;S2315;;Hafenlohr;;;46813;46815;46816;46818;;49,8682;9,6037;0;1;1;1;1;1;1;
20.0;46818;P3;37;S2315;;Rothenfels;;;31726;46815;46817;46819;;49,8867;9,5965;0;1;1;1;1;1;1;
20.0;46819;P3;37;S2315;;Neustadt am Main;;;46814;46815;46818;46820;;49,9306;9,5755;0;1;1;1;1;1;1;
20.0;46820;P3;37;S2315;;Lohr am Main;;;01815;46815;46819;;;50,001;9,5779;0;1;1;1;1;1;1;
20.0;50518;L1;2;B287;;Hammelburg;Münnerstadt;;00329;;;;;;;;;;;;;;
20.0;9150;L3;0;B287;;Hammelburg;Bad Kissingen;;00329;50518;;31428;;;;;;;;;;;
