ID;TYPE;ROADNR;FR;KM;LAT;LON;BEARING
AQ_AQ_9_479450_Mch_193;AQ;A9;S;479.450;48.5952;11.5626;221
AQ_AQ_9_481060_Mch_193;AQ;A9;S;481.060;48.5847;11.5776;242
AQ_AQ_9_ADHoll_0420_OM_193;AQ;A9;S;482.030;48.58052;11.588758;287
AQ_AQ_9_483145_Mch_193;AQ;A9;S;483.145;48.5718;11.5924;181
AQ_AQ_9_484325_Mch_193;AQ;A9;S;484.325;48.5614;11.5892;164
AQ_AQ_9_485215_Mch_193;AQ;A9;S;485.215;48.553452;11.589605;205
AQ_AQ_9_485750_Mch_193;AQ;A9;S;485.750;48.5492;11.5925;204
AQ_AQ_9_486950_Mch_193;AQ;A9;S;486.950;48.538;11.595;187
AQ_AQ_9_488800_Mch_193;AQ;A9;S;488.800;48.5237;11.5844;159
AQ_AQ_9_489350_Mch_193;AQ;A9;S;489.350;48.517982;11.582466;183
AQ_AQ_9_489776_Mch_193;AQ;A9;S;489.776;48.515246;11.582738;186
AQ_AQ_9_490336_Mch_193;AQ;A9;S;490.336;48.51067;11.58428;203
AQ_WWQ_9_490127_Mch_195;AQ;A9;S;490.127;48.511942;11.583639;198
AQ_AQ_9_490845_Mch_193;AQ;A9;S;490.845;48.506164;11.587831;213
AQ_AQ_9_Pfaf_0070_EM_195;AQ;A9;S;490.864;48.505946;11.587913;213
AQ_AQ_9_491350_Mch_193;AQ;A9;S;491.350;48.5025;11.5913;213
AQ_AQ_9_492226_Mch_193;AQ;A9;S;492.226;48.4947;11.5947;182
AQ_AQ_9_493593_Mch_193;AQ;A9;S;493.593;48.4834;11.5888;157
AQ_AQ_9_495035_Mch_193;AQ;A9;S;495.035;48.4709;11.5859;197
AQ_AQ_9_495750_Mch_193;AQ;A9;S;495.750;48.464606;11.58823;197
AQ_AQ_9_496600_Mch_193;AQ;A9;S;496.600;48.4572;11.5907;186
AQ_AQ_9_498030_Mch_193;AQ;A9;S;498.030;48.4444;11.5893;178
AQ_AQ_9_499865_Mch_193;AQ;A9;S;499.865;48.427947;11.589133;183
AQ_AQ_9_500350_Mch_195;AQ;A9;S;500.350;48.423597;11.58919;182
AQ_AQ_9_500390_Mch_193;AQ;A9;S;500.390;48.4232;11.5894;182
AQ_AQ_9_502250_Mch_193;AQ;A9;S;502.250;48.4065;11.5896;183
AQ_AQ_9_503485_Mch_193;AQ;A9;S;503.485;48.3958;11.5934;210
AQ_AQ_9_504520_Mch_193;AQ;A9;S;504.520;48.3869;11.5972;183
AQ_AQ_9_505200_Mch_193;AQ;A9;S;505.200;48.380774;11.59652;177
AQ_AQ_9_505750_Mch_193;AQ;A9;S;505.750;48.3759;11.5961;182
AQ_AQ_9_506690_Mch_193;AQ;A9;S;506.690;48.3675;11.5952;178
AQ_AQ_9_508590_Mch_193;AQ;A9;S;508.590;48.351;11.601;204
AQ_AQ_9_510050_Mch_193;AQ;A9;S;510.050;48.338766;11.608052;203
AQ_AQ_9_510320_Mch_193;AQ;A9;S;510.320;48.3365;11.6095;203
AQ_AQ_9_510415_Mch_195;AQ;A9;S;510.415;48.334617;11.61035;203
AQ_AQ_9_480000_Nbg_194;AQ;A9;N;480.000;48.5915;11.5674;40
AQ_AQ_9_481250_Nbg_194;AQ;A9;N;481.250;48.5841;11.58;66
AQ_AQ_9_482565_Nbg_194;AQ;A9;N;482.565;48.576702;11.592852;358
AQ_AQ_9_483200_Nbg_194;AQ;A9;N;483.200;48.571;11.5926;1
AQ_AQ_9_484470_Nbg_194;AQ;A9;N;484.470;48.5599;11.5888;350
AQ_AQ_9_485020_Nbg_194;AQ;A9;N;485.020;48.555024;11.589309;19
AQ_AQ_9_485900_Nbg_194;AQ;A9;N;485.900;48.5476;11.5936;16
AQ_AQ_9_487755_Nbg_194;AQ;A9;N;487.755;48.5312;11.5925;325
AQ_AQ_9_489247_Nbg_194;AQ;A9;N;489.247;48.5198;11.583;354
AQ_AQ_9_490310_Nbg_194;AQ;A9;N;490.310;48.5108;11.5845;23
AQ_AQ_9_490904_Nbg_194;AQ;A9;N;490.904;48.506013;11.588668;33
AQ_AQ_9_491895_Nbg_194;AQ;A9;N;491.895;48.4976;11.5946;13
AQ_AQ_9_493840_Nbg_194;AQ;A9;N;493.840;48.4813;11.5877;338
AQ_AQ_9_494840_Nbg_194;AQ;A9;N;494.840;48.4725;11.5856;11
AQ_AQ_9_495893_Nbg_194;AQ;A9;N;495.893;48.463544;11.589235;17
AQ_AQ_9_496895_Nbg_194;AQ;A9;N;496.895;48.4545;11.5909;357
AQ_AQ_9_498180_Nbg_194;AQ;A9;N;498.180;48.4429;11.5894;0
AQ_AQ_9_499330_Nbg_194;AQ;A9;N;499.330;48.4327;11.5895;2
AQ_AQ_9_499925_Nbg_194;AQ;A9;N;499.925;48.427323;11.589715;3
AQ_AQ_9_500994_Nbg_194;AQ;A9;N;500.994;48.4177;11.5897;2
AQ_AQ_9_502505_Nbg_194;AQ;A9;N;502.505;48.4041;11.5899;4
AQ_AQ_9_503930_Nbg_194;AQ;A9;N;503.930;48.3921;11.5961;21
AQ_AQ_9_504515_Nbg_194;AQ;A9;N;504.515;48.38695;11.597635;4
AQ_AQ_9_505300_Nbg_194;AQ;A9;N;505.300;48.3799;11.5968;358
AQ_AQ_9_506950_Nbg_194;AQ;A9;N;506.950;48.3651;11.5952;359
AQ_AQ_9_508400_Nbg_194;AQ;A9;N;508.400;48.3526;11.6003;24
AQ_AQ_9_509515_Nbg_194;AQ;A9;N;509.515;48.3432;11.6059;24
AQ_AQ_9_510505_Nbg_194;AQ;A9;N;510.505;48.334944;11.610813;23
AQ_AQ_9_511090_Nbg_194;AQ;A9;N;511.090;48.3301;11.6135;26
AQ_AQ_9_511900_Nbg_194;AQ;A9;N;511.900;48.3234;11.617;23
AQ_AQ9_360_Nbg_194;AQ;A9;N;513.230;48.3117;11.6239;26
AQ_A009B365.4_1;AQ;A9;N;365.425;49.513285735;11.301784021;329
AQ_A009B366.7_1;AQ;A9;N;366.670;49.504292144;11.291608106;320
AQ_A009B368.8_1;AQ;A9;N;368.780;49.48851099;11.275369072;331
AQ_A009B370.8_1;AQ;A9;N;370.815;49.473445344;11.259745819;321
AQ_A009B372.6_1;AQ;A9;N;372.565;49.460502392;11.245898544;331
AQ_A009B372.6_3;AQ;A9;N;372.565;49.460502392;11.245898544;331
AQ_A009B372.6_4;AQ;A9;N;372.565;49.460133979;11.246638206;14
AQ_A009B373.8_1;AQ;A9;N;373.830;49.450898467;11.237419981;326
AQ_A009A361.5_33;AQ;A9;S;361.499;49.547470823;11.321033798;171
AQ_A009A362.6_33;AQ;A9;S;362.603;49.541517353;11.319401148;171
AQ_A009A363.7_33;AQ;A9;S;363.704;49.526218853;11.314058537;159
AQ_A009A364.9_33;AQ;A9;S;364.886;49.517293867;11.305340734;149
AQ_A009A366.2_33;AQ;A9;S;366.171;49.507728267;11.295336642;147
AQ_A009A367.6_33;AQ;A9;S;367.591;49.497724751;11.283197616;151
AQ_A009A368.6_33;AQ;A9;S;368.577;49.490125036;11.276288528;151
AQ_A009A370.2_33;AQ;A9;S;370.202;49.477680327;11.264502508;144
AQ_A009A371.5_33;AQ;A9;S;371.524;49.468466355;11.252805316;147
AQ_A009A373.3_33;AQ;A9;S;373.262;49.455370006;11.23991622;136
AQ_A009A374.7_33;AQ;A9;S;374.716;49.444078308;11.229832129;146
AQ_A009B375.0_1;AQ;A9;N;374.984;49.442129126;11.228367554;327
AQ_A009B375.0_3;AQ;A9;N;374.984;49.442129126;11.228367554;327
AQ_A009B376.1_1;AQ;A9;N;376.112;49.434153773;11.219350727;325
AQ_A009A376.2_33;AQ;A9;S;376.244;49.432964296;11.217452638;145
AQ_A009B377.4_1;AQ;A9;N;377.432;49.424570395;11.208706774;328
AQ_A009A377.8_33;AQ;A9;S;377.839;49.421245232;11.20475601;149
AQ_A009A378.9_33;AQ;A9;S;378.893;49.413158777;11.197135512;160
AQ_A009A380.0_33;AQ;A9;S;380.009;49.403240927;11.195790643;194
AQ_A009B379.2_1;AQ;A9;N;379.235;49.410690109;11.196376257;347
AQ_A009B380.4_1;AQ;A9;N;380.485;49.399752108;11.198031429;20
AQ_A009A381.6_33;AQ;A9;S;381.640;49.389197344;11.201862598;183
AQ_A009A383.1_33;AQ;A9;S;383.060;49.376445961;11.200292642;186
AQ_A009A384.6_33;AQ;A9;S;384.590;49.36280596;11.202000169;187
AQ_A009A386.0_33;AQ;A9;S;386.002;49.350158726;11.203466038;182
WWQ_92572b;WWW;;;;48.3295667;11.6532167;112
WWQ_92572a;WWW;;;;48.3295667;11.6532167;112
WWQ_92584;WWW;;;;48.3258138;11.6411835;121
WWQ_92586;WWW;;;;48.3247347;11.6384085;123
WWQ_92588;WWW;;;;48.3237221;11.6359995;126
WWQ_92_AK_Neuf_1174_UM;WWW;;;;48.3203723;11.628607;127
WWQ_92_AK_Neuf_1454_UM;WWW;;;;48.3189585;11.6254104;112
WWQ_92622;WWW;;;;48.3011675;11.5890021;128
WWQ_92623;WWW;;;;48.2984217;11.5833067;128
WWQ_92372;WWW;;;;48.2582483;11.5337911;166
WWQ_92321;WWW;;;;48.2539284;11.5325533;177
WWQ_92684;WWW;;;;48.2394352;11.5364793;208
WWQ_92686;WWW;;;;48.2349028;11.5398956;209
WWQ_92696;WWW;;;;48.2325017;11.5418033;204
WWQ_922430;WWW;;;;48.2466591;11.533496;11
WWQ_922900;WWW;;;;48.2511779;11.5328067;1
WWQ_9584;WWW;;;;48.3322855;11.6118997;203
WWQ_9586;WWW;;;;48.3277025;11.6144854;201
WWQ_9590;WWW;;;;48.3240323;11.6163522;202
WWQ_9601;WWW;;;;48.3187013;11.6191712;204
WWQ_9700;WWW;;;;48.2726236;11.6434801;195
WWQ_9710;WWW;;;;48.2685839;11.6448319;195
WWQ_9740;WWW;;;;48.2558354;11.6464948;169
WWQ_9760;WWW;;;;48.2491994;11.6432682;164
WWQ_9.781a;WWW;;;;48.2416536;11.6393387;164
WWQ_9.781b;WWW;;;;48.2378691;11.6374719;163
WWQ_9.781c;WWW;;;;48.2335361;11.6352618;164
WWQ_9.781d;WWW;;;;48.2312142;11.6341647;164
WWQ_9125;WWW;;;;48.2054738;11.6215597;343
WWQ_9130;WWW;;;;48.208137;11.6229424;343
WWQ_9140;WWW;;;;48.2148103;11.6264856;337
WWQ_9238;WWW;;;;48.2555182;11.6465753;348
WWQ_9248;WWW;;;;48.2606842;11.647396;5
WWQ_9308;WWW;;;;48.2917087;11.6356467;21
WWQ_9328;WWW;;;;48.2989009;11.6317266;24
WWQ_9345;WWW;;;;48.3030725;11.6292482;23
WWQ_99025;WWW;;;;48.2241147;11.5276381;289
WWQ_99028;WWW;;;;48.2246024;11.5301889;287
WWQ_99058;WWW;;;;48.2274339;11.5743957;280
WWQ_99056;WWW;;;;48.2279936;11.5810664;279
WWQ_99062;WWW;;;;48.2287655;11.5930223;272
WWQ_99063;WWW;;;;48.2285432;11.6000014;266
WWQ_99072;WWW;;;;48.2272443;11.6099792;255
WWQ_99765;WWW;;;;48.2029672;11.6606435;59
WWQ_99772;WWW;;;;48.207543;11.6515186;50
WWQ_99777;WWW;;;;48.2141329;11.6416562;46
WWQ_99782;WWW;;;;48.2161852;11.6385797;44
WWQ_99784;WWW;;;;48.2181743;11.6353851;43
WWQ_99785;WWW;;;;48.2205576;11.6309273;56
WWQ_99.X;WWW;;;;48.2267838;11.5525234;93
WWQ_99.X2;WWW;;;;48.2267379;11.5500054;94
WWQ99_29277_Sbg;WWW;;;;48.194943;11.683296;252
WWQ99_28850_Sbg;WWW;;;;48.196385;11.677947;249
WWQ99_ASAsh_0530_AM;WWW;;;;48.194324;11.686158;248
WWQ99_ASAsh_0920_AM;WWW;;;;48.192396;11.694862;217
AQ99-145-Sbg;WWW;;;;48.185058;11.718203;234
AQ99-152-Sbg;WWW;;;;48.181507;11.724273;226
AQ99-160-Sbg;WWW;;;;48.17696;11.730192;221
AQ99-180-Sbg;WWW;;;;48.173469;11.733988;217
AQ99-200-Sbg;WWW;;;;48.161082;11.745878;212
AQ99-220-Sbg;WWW;;;;48.153086;11.752322;208
AQ99-230-Sbg;WWW;;;;48.148591;11.755095;202
AQ8O_100_Mch;WWW;;;;47.999914;11.675263;26
AQ8O_110_Mch;WWW;;;;48.006356;11.670903;25
AQ8O_120_Mch;WWW;;;;48.010479;11.668035;27
AQ8O_130_Mch;WWW;;;;48.012897;11.666368;28
AQ8O_140_Mch;WWW;;;;48.019263;11.663034;17
AQ99-630-Stg;WWW;;;;48.119315;11.758515;355
AQ99-635-Stg;WWW;;;;48.126588;11.759499;360
AQ99-650-Stg;WWW;;;;48.132617;11.759585;3
AQ99-670-Stg;WWW;;;;48.136855;11.759287;6
AQ99-685-Stg;WWW;;;;48.140314;11.75893;358
AQ99-695-Stg;WWW;;;;48.143717;11.758236;320
WWQ94_188_Mch;WWW;;;;48.147421;11.78173;126
WWQ94_190_Mch;WWW;;;;48.144927;11.776792;127
WWQ94_194_Mch;WWW;;;;48.142971;11.769603;103
WWQ94_201_Mch;WWW;;;;48.142148;11.719853;95
WWQ94_202_Mch;WWW;;;;48.142097;11.714698;91
WWQ94_003_Mch;WWW;;;;48.142221;11.698049;99
WWQ94_004_Mch;WWW;;;;48.141838;11.694731;106
WWQ94_005_Mch;WWW;;;;48.137741;11.681178;109
WWQ94_006_Mch;WWW;;;;48.137342;11.676863;91
WWQ94_007_Pas;WWW;;;;48.13869;11.664609;262
WWQ94_008_Pas;WWW;;;;48.138199;11.668145;258
WWQ94_009_Pas;WWW;;;;48.137017;11.67667;270
WWQ94_010_Pas;WWW;;;;48.137266;11.680425;284
WWQ94_011_Pas;WWW;;;;48.13812;11.684151;298
WWQ94_012_Pas;WWW;;;;48.141988;11.699686;276
WWQ94_013_Pas;WWW;;;;48.142048;11.704491;270
